name,line
QUEEN GERTRUDE,"For love of God, forbear him."
HAMLET,"'Swounds, show me what thou'lt do:"
HAMLET,Woo't weep? woo't fight? woo't fast? woo't tear thyself?
HAMLET,Woo't drink up eisel? eat a crocodile?
HAMLET,I'll do't. Dost thou come here to whine?
HAMLET,To outface me with leaping in her grave?
HAMLET,"Be buried quick with her, and so will I:"
HAMLET,"And, if thou prate of mountains, let them throw"
HAMLET,"Millions of acres on us, till our ground,"
HAMLET,"Singeing his pate against the burning zone,"
HAMLET,"Make Ossa like a wart! Nay, an thou'lt mouth,"
HAMLET,I'll rant as well as thou.
QUEEN GERTRUDE,This is mere madness:
QUEEN GERTRUDE,"And thus awhile the fit will work on him,"
QUEEN GERTRUDE,"Anon, as patient as the female dove,"
QUEEN GERTRUDE,"When that her golden couplets are disclosed,"
QUEEN GERTRUDE,His silence will sit drooping.
HAMLET,"Hear you, sir,"
HAMLET,What is the reason that you use me thus?
HAMLET,"I loved you ever: but it is no matter,"
HAMLET,"Let Hercules himself do what he may,"
HAMLET,The cat will mew and dog will have his day.
HAMLET,Exit
KING CLAUDIUS,"I pray you, good Horatio, wait upon him."
KING CLAUDIUS,Exit HORATIO
KING CLAUDIUS,To LAERTES
KING CLAUDIUS,"Strengthen your patience in our last night's speech,"
KING CLAUDIUS,We'll put the matter to the present push.
KING CLAUDIUS,"Good Gertrude, set some watch over your son."
KING CLAUDIUS,This grave shall have a living monument:
KING CLAUDIUS,"An hour of quiet shortly shall we see,"
KING CLAUDIUS,"Till then, in patience our proceeding be."
KING CLAUDIUS,Exeunt
KING CLAUDIUS,SCENE II. A hall in the castle.
KING CLAUDIUS,Enter HAMLET and HORATIO
HAMLET,"So much for this, sir: now shall you see the other,"
HAMLET,You do remember all the circumstance?
HORATIO,"Remember it, my lord?"
HAMLET,"Sir, in my heart there was a kind of fighting,"
HAMLET,That would not let me sleep: methought I lay
HAMLET,"Worse than the mutines in the bilboes. Rashly,"
HAMLET,"And praised be rashness for it, let us know,"
HAMLET,"Our indiscretion sometimes serves us well,"
HAMLET,When our deep plots do pall: and that should teach us
HAMLET,"There's a divinity that shapes our ends,"
HAMLET,"Rough-hew them how we will,--"
HORATIO,That is most certain.
HAMLET,"Up from my cabin,"
HAMLET,"My sea-gown scarf'd about me, in the dark"
HAMLET,"Groped I to find out them, had my desire."
HAMLET,"Finger'd their packet, and in fine withdrew"
HAMLET,"To mine own room again, making so bold,"
HAMLET,"My fears forgetting manners, to unseal"
HAMLET,"Their grand commission, where I found, Horatio,--"
HAMLET,"O royal knavery!--an exact command,"
HAMLET,Larded with many several sorts of reasons
HAMLET,"Importing Denmark's health and England's too,"
HAMLET,"With, ho! such bugs and goblins in my life,"
HAMLET,"That, on the supervise, no leisure bated,"
HAMLET,"No, not to stay the grinding of the axe,"
HAMLET,My head should be struck off.
HORATIO,Is't possible?
HAMLET,Here's the commission: read it at more leisure.
HAMLET,But wilt thou hear me how I did proceed?
HORATIO,I beseech you.
HAMLET,"Being thus be-netted round with villanies,--"
HAMLET,"Ere I could make a prologue to my brains,"
HAMLET,"They had begun the play--I sat me down,"
HAMLET,"Devised a new commission, wrote it fair:"
HAMLET,"I once did hold it, as our statists do,"
HAMLET,A baseness to write fair and labour'd much
HAMLET,"How to forget that learning, but, sir, now"
HAMLET,It did me yeoman's service: wilt thou know
HAMLET,The effect of what I wrote?
HORATIO,"Ay, good my lord."
HAMLET,"An earnest conjuration from the king,"
HAMLET,"As England was his faithful tributary,"
HAMLET,"As love between them like the palm might flourish,"
HAMLET,As peace should stiff her wheaten garland wear
HAMLET,"And stand a comma 'tween their amities,"
HAMLET,"And many such-like 'As'es of great charge,"
HAMLET,"That, on the view and knowing of these contents,"
HAMLET,"Without debatement further, more or less,"
HAMLET,"He should the bearers put to sudden death,"
HAMLET,Not shriving-time allow'd.
HORATIO,How was this seal'd?
HAMLET,"Why, even in that was heaven ordinant."
HAMLET,"I had my father's signet in my purse,"
HAMLET,"Which was the model of that Danish seal,"
HAMLET,"Folded the writ up in form of the other,"
HAMLET,"Subscribed it, gave't the impression, placed it safely,"
HAMLET,"The changeling never known. Now, the next day"
HAMLET,"Was our sea-fight, and what to this was sequent"
HAMLET,Thou know'st already.
HORATIO,So Guildenstern and Rosencrantz go to't.
HAMLET,"Why, man, they did make love to this employment,"
HAMLET,"They are not near my conscience, their defeat"
HAMLET,Does by their own insinuation grow:
HAMLET,'Tis dangerous when the baser nature comes
HAMLET,Between the pass and fell incensed points
HAMLET,Of mighty opposites.
HORATIO,"Why, what a king is this!"
HAMLET,"Does it not, think'st thee, stand me now upon--"
HAMLET,"He that hath kill'd my king and whored my mother,"
HAMLET,"Popp'd in between the election and my hopes,"
HAMLET,"Thrown out his angle for my proper life,"
HAMLET,"And with such cozenage--is't not perfect conscience,"
HAMLET,"To quit him with this arm? and is't not to be damn'd,"
HAMLET,To let this canker of our nature come
HAMLET,In further evil?
HORATIO,It must be shortly known to him from England
HORATIO,What is the issue of the business there.
HAMLET,"It will be short: the interim is mine,"
HAMLET,And a man's life's no more than to say 'One.'
HAMLET,"But I am very sorry, good Horatio,"
HAMLET,"That to Laertes I forgot myself,"
HAMLET,"For, by the image of my cause, I see"
HAMLET,The portraiture of his: I'll court his favours.
HAMLET,"But, sure, the bravery of his grief did put me"
HAMLET,Into a towering passion.
HORATIO,Peace! who comes here?
HORATIO,Enter OSRIC
OSRIC,Your lordship is right welcome back to Denmark.
HAMLET,"I humbly thank you, sir. Dost know this water-fly?"
HORATIO,"No, my good lord."
HAMLET,"Thy state is the more gracious, for 'tis a vice to"
HAMLET,"know him. He hath much land, and fertile: let a"
HAMLET,"beast be lord of beasts, and his crib shall stand at"
HAMLET,"the king's mess: 'tis a chough, but, as I say,"
HAMLET,spacious in the possession of dirt.
OSRIC,"Sweet lord, if your lordship were at leisure, I"
OSRIC,should impart a thing to you from his majesty.
HAMLET,"I will receive it, sir, with all diligence of"
HAMLET,"spirit. Put your bonnet to his right use, 'tis for the head."
OSRIC,"I thank your lordship, it is very hot."
HAMLET,"No, believe me, 'tis very cold, the wind is"
HAMLET,northerly.
OSRIC,"It is indifferent cold, my lord, indeed."
HAMLET,But yet methinks it is very sultry and hot for my
HAMLET,complexion.
OSRIC,"Exceedingly, my lord, it is very sultry,--as"
OSRIC,"'twere,--I cannot tell how. But, my lord, his"
OSRIC,majesty bade me signify to you that he has laid a
OSRIC,"great wager on your head: sir, this is the matter,--"
HAMLET,"I beseech you, remember--"
HAMLET,HAMLET moves him to put on his hat
OSRIC,"Nay, good my lord, for mine ease, in good faith."
OSRIC,"Sir, here is newly come to court Laertes, believe"
OSRIC,"me, an absolute gentleman, full of most excellent"
OSRIC,"differences, of very soft society and great showing:"
OSRIC,"indeed, to speak feelingly of him, he is the card or"
OSRIC,"calendar of gentry, for you shall find in him the"
OSRIC,continent of what part a gentleman would see.
HAMLET,"Sir, his definement suffers no perdition in you,"
HAMLET,"though, I know, to divide him inventorially would"
HAMLET,"dizzy the arithmetic of memory, and yet but yaw"
HAMLET,"neither, in respect of his quick sail. But, in the"
HAMLET,"verity of extolment, I take him to be a soul of"
HAMLET,"great article, and his infusion of such dearth and"
HAMLET,"rareness, as, to make true diction of him, his"
HAMLET,"semblable is his mirror, and who else would trace"
HAMLET,"him, his umbrage, nothing more."
OSRIC,Your lordship speaks most infallibly of him.
HAMLET,"The concernancy, sir? why do we wrap the gentleman"
HAMLET,in our more rawer breath?
OSRIC,Sir?
HORATIO,Is't not possible to understand in another tongue?
HORATIO,"You will do't, sir, really."
HAMLET,What imports the nomination of this gentleman?
OSRIC,Of Laertes?
HORATIO,"His purse is empty already, all's golden words are spent."
HAMLET,"Of him, sir."
OSRIC,I know you are not ignorant--
HAMLET,"I would you did, sir, yet, in faith, if you did,"
HAMLET,"it would not much approve me. Well, sir?"
OSRIC,You are not ignorant of what excellence Laertes is--
HAMLET,"I dare not confess that, lest I should compare with"
HAMLET,"him in excellence, but, to know a man well, were to"
HAMLET,know himself.
OSRIC,"I mean, sir, for his weapon, but in the imputation"
OSRIC,"laid on him by them, in his meed he's unfellowed."
HAMLET,What's his weapon?
OSRIC,Rapier and dagger.
HAMLET,"That's two of his weapons: but, well."
OSRIC,"The king, sir, hath wagered with him six Barbary"
OSRIC,"horses: against the which he has imponed, as I take"
OSRIC,"it, six French rapiers and poniards, with their"
OSRIC,"assigns, as girdle, hangers, and so: three of the"
OSRIC,"carriages, in faith, are very dear to fancy, very"
OSRIC,"responsive to the hilts, most delicate carriages,"
OSRIC,and of very liberal conceit.
HAMLET,What call you the carriages?
HORATIO,I knew you must be edified by the margent ere you had done.
OSRIC,"The carriages, sir, are the hangers."
HAMLET,"The phrase would be more german to the matter, if we"
HAMLET,could carry cannon by our sides: I would it might
HAMLET,"be hangers till then. But, on: six Barbary horses"
HAMLET,"against six French swords, their assigns, and three"
HAMLET,"liberal-conceited carriages, that's the French bet"
HAMLET,"against the Danish. Why is this 'imponed,' as you call it?"
OSRIC,"The king, sir, hath laid, that in a dozen passes"
OSRIC,"between yourself and him, he shall not exceed you"
OSRIC,"three hits: he hath laid on twelve for nine, and it"
OSRIC,"would come to immediate trial, if your lordship"
OSRIC,would vouchsafe the answer.
HAMLET,How if I answer 'no'?
OSRIC,"I mean, my lord, the opposition of your person in trial."
HAMLET,"Sir, I will walk here in the hall: if it please his"
HAMLET,"majesty, 'tis the breathing time of day with me, let"
HAMLET,"the foils be brought, the gentleman willing, and the"
HAMLET,"king hold his purpose, I will win for him an I can,"
HAMLET,"if not, I will gain nothing but my shame and the odd hits."
OSRIC,Shall I re-deliver you e'en so?
HAMLET,"To this effect, sir, after what flourish your nature will."
OSRIC,I commend my duty to your lordship.
HAMLET,"Yours, yours."
HAMLET,Exit OSRIC
HAMLET,"He does well to commend it himself, there are no"
HAMLET,tongues else for's turn.
HORATIO,This lapwing runs away with the shell on his head.
HAMLET,"He did comply with his dug, before he sucked it."
HAMLET,Thus has he--and many more of the same bevy that I
HAMLET,know the dressy age dotes on--only got the tune of
HAMLET,"the time and outward habit of encounter, a kind of"
HAMLET,"yesty collection, which carries them through and"
HAMLET,"through the most fond and winnowed opinions, and do"
HAMLET,"but blow them to their trial, the bubbles are out."
HAMLET,Enter a Lord
Lord,"My lord, his majesty commended him to you by young"
Lord,"Osric, who brings back to him that you attend him in"
Lord,the hall: he sends to know if your pleasure hold to
Lord,"play with Laertes, or that you will take longer time."
HAMLET,"I am constant to my purpose, they follow the king's"
HAMLET,"pleasure: if his fitness speaks, mine is ready, now"
HAMLET,"or whensoever, provided I be so able as now."
Lord,The king and queen and all are coming down.
HAMLET,In happy time.
Lord,The queen desires you to use some gentle
Lord,entertainment to Laertes before you fall to play.
HAMLET,She well instructs me.
HAMLET,Exit Lord
HORATIO,"You will lose this wager, my lord."
HAMLET,"I do not think so: since he went into France, I"
HAMLET,have been in continual practise: I shall win at the
HAMLET,odds. But thou wouldst not think how ill all's here
HAMLET,about my heart: but it is no matter.
HORATIO,"Nay, good my lord,--"
HAMLET,"It is but foolery, but it is such a kind of"
HAMLET,"gain-giving, as would perhaps trouble a woman."
HORATIO,"If your mind dislike any thing, obey it: I will"
HORATIO,"forestall their repair hither, and say you are not"
HORATIO,fit.
HAMLET,"Not a whit, we defy augury: there's a special"
HAMLET,"providence in the fall of a sparrow. If it be now,"
HAMLET,"'tis not to come, if it be not to come, it will be"
HAMLET,"now, if it be not now, yet it will come: the"
HAMLET,readiness is all: since no man has aught of what he
HAMLET,"leaves, what is't to leave betimes?"
HAMLET,"Enter KING CLAUDIUS, QUEEN GERTRUDE, LAERTES, Lords, OSRIC, and Attendants with foils,  and c"
KING CLAUDIUS,"Come, Hamlet, come, and take this hand from me."
KING CLAUDIUS,KING CLAUDIUS puts LAERTES' hand into HAMLET's
HAMLET,"Give me your pardon, sir: I've done you wrong,"
HAMLET,"But pardon't, as you are a gentleman."
HAMLET,"This presence knows,"
HAMLET,"And you must needs have heard, how I am punish'd"
HAMLET,"With sore distraction. What I have done,"
HAMLET,"That might your nature, honour and exception"
HAMLET,"Roughly awake, I here proclaim was madness."
HAMLET,Was't Hamlet wrong'd Laertes? Never Hamlet:
HAMLET,"If Hamlet from himself be ta'en away,"
HAMLET,"And when he's not himself does wrong Laertes,"
HAMLET,"Then Hamlet does it not, Hamlet denies it."
HAMLET,"Who does it, then? His madness: if't be so,"
HAMLET,"Hamlet is of the faction that is wrong'd,"
HAMLET,His madness is poor Hamlet's enemy.
HAMLET,"Sir, in this audience,"
HAMLET,Let my disclaiming from a purposed evil
