name,line
HAMLET,"Nay, do not think I flatter,"
HAMLET,For what advancement may I hope from thee
HAMLET,"That no revenue hast but thy good spirits,"
HAMLET,To feed and clothe thee? Why should the poor be flatter'd?
HAMLET,"No, let the candied tongue lick absurd pomp,"
HAMLET,And crook the pregnant hinges of the knee
HAMLET,Where thrift may follow fawning. Dost thou hear?
HAMLET,Since my dear soul was mistress of her choice
HAMLET,"And could of men distinguish, her election"
HAMLET,"Hath seal'd thee for herself, for thou hast been"
HAMLET,"As one, in suffering all, that suffers nothing,"
HAMLET,A man that fortune's buffets and rewards
HAMLET,Hast ta'en with equal thanks: and blest are those
HAMLET,"Whose blood and judgment are so well commingled,"
HAMLET,That they are not a pipe for fortune's finger
HAMLET,To sound what stop she please. Give me that man
HAMLET,"That is not passion's slave, and I will wear him"
HAMLET,"In my heart's core, ay, in my heart of heart,"
HAMLET,As I do thee.--Something too much of this.--
HAMLET,"There is a play to-night before the king,"
HAMLET,One scene of it comes near the circumstance
HAMLET,Which I have told thee of my father's death:
HAMLET,"I prithee, when thou seest that act afoot,"
HAMLET,Even with the very comment of thy soul
HAMLET,Observe mine uncle: if his occulted guilt
HAMLET,"Do not itself unkennel in one speech,"
HAMLET,"It is a damned ghost that we have seen,"
HAMLET,And my imaginations are as foul
HAMLET,"As Vulcan's stithy. Give him heedful note,"
HAMLET,"For I mine eyes will rivet to his face,"
HAMLET,And after we will both our judgments join
HAMLET,In censure of his seeming.
HORATIO,"Well, my lord:"
HORATIO,"If he steal aught the whilst this play is playing,"
HORATIO,"And 'scape detecting, I will pay the theft."
HAMLET,"They are coming to the play, I must be idle:"
HAMLET,Get you a place.
HAMLET,"Danish march. A flourish. Enter KING CLAUDIUS,  QUEEN GERTRUDE, POLONIUS, OPHELIA, ROSENCRANTZ, GUILDENSTERN, and others"
KING CLAUDIUS,How fares our cousin Hamlet?
HAMLET,"Excellent, i' faith, of the chameleon's dish: I eat"
HAMLET,"the air, promise-crammed: you cannot feed capons so."
KING CLAUDIUS,"I have nothing with this answer, Hamlet, these words"
KING CLAUDIUS,are not mine.
HAMLET,"No, nor mine now."
HAMLET,To POLONIUS
HAMLET,"My lord, you played once i' the university, you say?"
LORD POLONIUS,"That did I, my lord, and was accounted a good actor."
HAMLET,What did you enact?
LORD POLONIUS,I did enact Julius Caesar: I was killed i' the
LORD POLONIUS,"Capitol, Brutus killed me."
HAMLET,It was a brute part of him to kill so capital a calf
HAMLET,there. Be the players ready?
ROSENCRANTZ,"Ay, my lord, they stay upon your patience."
QUEEN GERTRUDE,"Come hither, my dear Hamlet, sit by me."
HAMLET,"No, good mother, here's metal more attractive."
LORD POLONIUS,"[To KING CLAUDIUS]  O, ho! do you mark that?"
HAMLET,"Lady, shall I lie in your lap?"
HAMLET,Lying down at OPHELIA's feet
OPHELIA,"No, my lord."
HAMLET,"I mean, my head upon your lap?"
OPHELIA,"Ay, my lord."
HAMLET,Do you think I meant country matters?
OPHELIA,"I think nothing, my lord."
HAMLET,That's a fair thought to lie between maids' legs.
OPHELIA,"What is, my lord?"
HAMLET,Nothing.
OPHELIA,"You are merry, my lord."
HAMLET,"Who, I?"
OPHELIA,"Ay, my lord."
HAMLET,"O God, your only jig-maker. What should a man do"
HAMLET,"but be merry? for, look you, how cheerfully my"
HAMLET,"mother looks, and my father died within these two hours."
OPHELIA,"Nay, 'tis twice two months, my lord."
HAMLET,"So long? Nay then, let the devil wear black, for"
HAMLET,I'll have a suit of sables. O heavens! die two
HAMLET,"months ago, and not forgotten yet? Then there's"
HAMLET,hope a great man's memory may outlive his life half
HAMLET,"a year: but, by'r lady, he must build churches,"
HAMLET,"then, or else shall he suffer not thinking on, with"
HAMLET,"the hobby-horse, whose epitaph is 'For, O, for, O,"
HAMLET,the hobby-horse is forgot.'
HAMLET,Hautboys play. The dumb-show enters
HAMLET,"Enter a King and a Queen very lovingly, the Queen  embracing him, and he her. She kneels, and makes  show of protestation unto him. He takes her up,  and declines his head upon her neck: lays him down  upon a bank of flowers: she, seeing him asleep,  leaves him. Anon comes in a fellow, takes off his  crown, kisses it, and pours poison in the King's  ears, and exit. The Queen returns, finds the King  dead, and makes passionate action. The Poisoner,  with some two or three Mutes, comes in again,  seeming to lament with her. The dead body is  carried away. The Poisoner wooes the Queen with  gifts: she seems loath and unwilling awhile, but in the end accepts his love"
HAMLET,Exeunt
OPHELIA,"What means this, my lord?"
HAMLET,"Marry, this is miching mallecho, it means mischief."
OPHELIA,Belike this show imports the argument of the play.
OPHELIA,Enter Prologue
HAMLET,We shall know by this fellow: the players cannot
HAMLET,"keep counsel, they'll tell all."
OPHELIA,Will he tell us what this show meant?
HAMLET,"Ay, or any show that you'll show him: be not you"
HAMLET,"ashamed to show, he'll not shame to tell you what it means."
OPHELIA,"You are naught, you are naught: I'll mark the play."
Prologue,"For us, and for our tragedy,"
Prologue,"Here stooping to your clemency,"
Prologue,We beg your hearing patiently.
Prologue,Exit
HAMLET,"Is this a prologue, or the posy of a ring?"
OPHELIA,"'Tis brief, my lord."
HAMLET,As woman's love.
HAMLET,"Enter two Players, King and Queen"
Player King,Full thirty times hath Phoebus' cart gone round
Player King,"Neptune's salt wash and Tellus' orbed ground,"
Player King,And thirty dozen moons with borrow'd sheen
Player King,"About the world have times twelve thirties been,"
Player King,Since love our hearts and Hymen did our hands
Player King,Unite commutual in most sacred bands.
Player Queen,So many journeys may the sun and moon
Player Queen,Make us again count o'er ere love be done!
Player Queen,"But, woe is me, you are so sick of late,"
Player Queen,"So far from cheer and from your former state,"
Player Queen,"That I distrust you. Yet, though I distrust,"
Player Queen,"Discomfort you, my lord, it nothing must:"
Player Queen,"For women's fear and love holds quantity,"
Player Queen,"In neither aught, or in extremity."
Player Queen,"Now, what my love is, proof hath made you know,"
Player Queen,"And as my love is sized, my fear is so:"
Player Queen,"Where love is great, the littlest doubts are fear,"
Player Queen,"Where little fears grow great, great love grows there."
Player King,"'Faith, I must leave thee, love, and shortly too,"
Player King,My operant powers their functions leave to do:
Player King,"And thou shalt live in this fair world behind,"
Player King,"Honour'd, beloved, and haply one as kind"
Player King,For husband shalt thou--
Player Queen,"O, confound the rest!"
Player Queen,Such love must needs be treason in my breast:
Player Queen,In second husband let me be accurst!
Player Queen,None wed the second but who kill'd the first.
HAMLET,"[Aside]  Wormwood, wormwood."
Player Queen,The instances that second marriage move
Player Queen,"Are base respects of thrift, but none of love:"
Player Queen,"A second time I kill my husband dead,"
Player Queen,When second husband kisses me in bed.
Player King,"I do believe you think what now you speak,"
Player King,But what we do determine oft we break.
Player King,"Purpose is but the slave to memory,"
Player King,"Of violent birth, but poor validity,"
Player King,"Which now, like fruit unripe, sticks on the tree,"
Player King,"But fall, unshaken, when they mellow be."
Player King,Most necessary 'tis that we forget
Player King,To pay ourselves what to ourselves is debt:
Player King,"What to ourselves in passion we propose,"
Player King,"The passion ending, doth the purpose lose."
Player King,The violence of either grief or joy
Player King,Their own enactures with themselves destroy:
Player King,"Where joy most revels, grief doth most lament,"
Player King,"Grief joys, joy grieves, on slender accident."
Player King,"This world is not for aye, nor 'tis not strange"
Player King,"That even our loves should with our fortunes change,"
Player King,"For 'tis a question left us yet to prove,"
Player King,"Whether love lead fortune, or else fortune love."
Player King,"The great man down, you mark his favourite flies,"
Player King,The poor advanced makes friends of enemies.
Player King,"And hitherto doth love on fortune tend,"
Player King,"For who not needs shall never lack a friend,"
Player King,"And who in want a hollow friend doth try,"
Player King,Directly seasons him his enemy.
Player King,"But, orderly to end where I begun,"
Player King,Our wills and fates do so contrary run
Player King,"That our devices still are overthrown,"
Player King,"Our thoughts are ours, their ends none of our own:"
Player King,"So think thou wilt no second husband wed,"
Player King,But die thy thoughts when thy first lord is dead.
Player Queen,"Nor earth to me give food, nor heaven light!"
Player Queen,Sport and repose lock from me day and night!
Player Queen,To desperation turn my trust and hope!
Player Queen,An anchor's cheer in prison be my scope!
Player Queen,Each opposite that blanks the face of joy
Player Queen,Meet what I would have well and it destroy!
Player Queen,"Both here and hence pursue me lasting strife,"
Player Queen,"If, once a widow, ever I be wife!"
HAMLET,If she should break it now!
Player King,"'Tis deeply sworn. Sweet, leave me here awhile,"
Player King,"My spirits grow dull, and fain I would beguile"
Player King,The tedious day with sleep.
Player King,Sleeps
Player Queen,"Sleep rock thy brain,"
Player Queen,And never come mischance between us twain!
Player Queen,Exit
HAMLET,"Madam, how like you this play?"
QUEEN GERTRUDE,"The lady protests too much, methinks."
HAMLET,"O, but she'll keep her word."
KING CLAUDIUS,Have you heard the argument? Is there no offence in 't?
HAMLET,"No, no, they do but jest, poison in jest, no offence"
HAMLET,i' the world.
KING CLAUDIUS,What do you call the play?
HAMLET,"The Mouse-trap. Marry, how? Tropically. This play"
HAMLET,is the image of a murder done in Vienna: Gonzago is
HAMLET,"the duke's name, his wife, Baptista: you shall see"
HAMLET,"anon, 'tis a knavish piece of work: but what o'"
HAMLET,"that? your majesty and we that have free souls, it"
HAMLET,"touches us not: let the galled jade wince, our"
HAMLET,withers are unwrung.
HAMLET,Enter LUCIANUS
HAMLET,"This is one Lucianus, nephew to the king."
OPHELIA,"You are as good as a chorus, my lord."
HAMLET,"I could interpret between you and your love, if I"
HAMLET,could see the puppets dallying.
OPHELIA,"You are keen, my lord, you are keen."
HAMLET,It would cost you a groaning to take off my edge.
OPHELIA,"Still better, and worse."
HAMLET,"So you must take your husbands. Begin, murderer,"
HAMLET,"pox, leave thy damnable faces, and begin. Come:"
HAMLET,'the croaking raven doth bellow for revenge.'
LUCIANUS,"Thoughts black, hands apt, drugs fit, and time agreeing,"
LUCIANUS,"Confederate season, else no creature seeing,"
LUCIANUS,"Thou mixture rank, of midnight weeds collected,"
LUCIANUS,"With Hecate's ban thrice blasted, thrice infected,"
LUCIANUS,"Thy natural magic and dire property,"
LUCIANUS,On wholesome life usurp immediately.
LUCIANUS,Pours the poison into the sleeper's ears
HAMLET,He poisons him i' the garden for's estate. His
HAMLET,"name's Gonzago: the story is extant, and writ in"
HAMLET,choice Italian: you shall see anon how the murderer
HAMLET,gets the love of Gonzago's wife.
OPHELIA,The king rises.
HAMLET,"What, frighted with false fire!"
QUEEN GERTRUDE,How fares my lord?
LORD POLONIUS,Give o'er the play.
KING CLAUDIUS,Give me some light: away!
All,"Lights, lights, lights!"
All,Exeunt all but HAMLET and HORATIO
HAMLET,"Why, let the stricken deer go weep,"
HAMLET,"The hart ungalled play,"
HAMLET,"For some must watch, while some must sleep:"
HAMLET,So runs the world away.
HAMLET,"Would not this, sir, and a forest of feathers-- if"
HAMLET,the rest of my fortunes turn Turk with me--with two
HAMLET,"Provincial roses on my razed shoes, get me a"
HAMLET,"fellowship in a cry of players, sir?"
HORATIO,Half a share.
HAMLET,"A whole one, I."
HAMLET,"For thou dost know, O Damon dear,"
HAMLET,This realm dismantled was
HAMLET,"Of Jove himself, and now reigns here"
HAMLET,"A very, very--pajock."
HORATIO,You might have rhymed.
HAMLET,"O good Horatio, I'll take the ghost's word for a"
HAMLET,thousand pound. Didst perceive?
HORATIO,"Very well, my lord."
HAMLET,Upon the talk of the poisoning?
HORATIO,I did very well note him.
HAMLET,"Ah, ha! Come, some music! come, the recorders!"
HAMLET,"For if the king like not the comedy,"
HAMLET,"Why then, belike, he likes it not, perdy."
HAMLET,"Come, some music!"
HAMLET,Re-enter ROSENCRANTZ and GUILDENSTERN
GUILDENSTERN,"Good my lord, vouchsafe me a word with you."
HAMLET,"Sir, a whole history."
GUILDENSTERN,"The king, sir,--"
HAMLET,"Ay, sir, what of him?"
GUILDENSTERN,Is in his retirement marvellous distempered.
HAMLET,"With drink, sir?"
GUILDENSTERN,"No, my lord, rather with choler."
HAMLET,Your wisdom should show itself more richer to
HAMLET,"signify this to his doctor, for, for me to put him"
HAMLET,to his purgation would perhaps plunge him into far
HAMLET,more choler.
GUILDENSTERN,"Good my lord, put your discourse into some frame and"
GUILDENSTERN,start not so wildly from my affair.
HAMLET,"I am tame, sir: pronounce."
GUILDENSTERN,"The queen, your mother, in most great affliction of"
GUILDENSTERN,"spirit, hath sent me to you."
HAMLET,You are welcome.
GUILDENSTERN,"Nay, good my lord, this courtesy is not of the right"
GUILDENSTERN,breed. If it shall please you to make me a
GUILDENSTERN,"wholesome answer, I will do your mother's"
GUILDENSTERN,"commandment: if not, your pardon and my return"
GUILDENSTERN,shall be the end of my business.
HAMLET,"Sir, I cannot."
GUILDENSTERN,"What, my lord?"
HAMLET,"Make you a wholesome answer, my wit's diseased: but,"
HAMLET,"sir, such answer as I can make, you shall command,"
HAMLET,"or, rather, as you say, my mother: therefore no"
HAMLET,"more, but to the matter: my mother, you say,--"
ROSENCRANTZ,"Then thus she says, your behavior hath struck her"
ROSENCRANTZ,into amazement and admiration.
HAMLET,"O wonderful son, that can so astonish a mother! But"
HAMLET,is there no sequel at the heels of this mother's
HAMLET,admiration? Impart.
ROSENCRANTZ,"She desires to speak with you in her closet, ere you"
ROSENCRANTZ,go to bed.
HAMLET,"We shall obey, were she ten times our mother. Have"
HAMLET,you any further trade with us?
ROSENCRANTZ,"My lord, you once did love me."
HAMLET,"So I do still, by these pickers and stealers."
ROSENCRANTZ,"Good my lord, what is your cause of distemper? you"
ROSENCRANTZ,"do, surely, bar the door upon your own liberty, if"
ROSENCRANTZ,you deny your griefs to your friend.
HAMLET,"Sir, I lack advancement."
ROSENCRANTZ,"How can that be, when you have the voice of the king"
ROSENCRANTZ,himself for your succession in Denmark?
HAMLET,"Ay, but sir, 'While the grass grows,'--the proverb"
HAMLET,is something musty.
HAMLET,Re-enter Players with recorders
HAMLET,"O, the recorders! let me see one. To withdraw with"
HAMLET,"you:--why do you go about to recover the wind of me,"
HAMLET,as if you would drive me into a toil?
GUILDENSTERN,"O, my lord, if my duty be too bold, my love is too"
GUILDENSTERN,unmannerly.
HAMLET,I do not well understand that. Will you play upon
HAMLET,this pipe?
GUILDENSTERN,"My lord, I cannot."
HAMLET,I pray you.
GUILDENSTERN,"Believe me, I cannot."
HAMLET,I do beseech you.
GUILDENSTERN,"I know no touch of it, my lord."
HAMLET,'Tis as easy as lying: govern these ventages with
HAMLET,"your lingers and thumb, give it breath with your"
HAMLET,"mouth, and it will discourse most eloquent music."
HAMLET,"Look you, these are the stops."
GUILDENSTERN,But these cannot I command to any utterance of
GUILDENSTERN,"harmony, I have not the skill."
HAMLET,"Why, look you now, how unworthy a thing you make of"
HAMLET,"me! You would play upon me, you would seem to know"
HAMLET,"my stops, you would pluck out the heart of my"
HAMLET,"mystery, you would sound me from my lowest note to"
HAMLET,"the top of my compass: and there is much music,"
HAMLET,"excellent voice, in this little organ, yet cannot"
HAMLET,"you make it speak. 'Sblood, do you think I am"
HAMLET,easier to be played on than a pipe? Call me what
HAMLET,"instrument you will, though you can fret me, yet you"
HAMLET,cannot play upon me.
HAMLET,Enter POLONIUS
HAMLET,"God bless you, sir!"
LORD POLONIUS,"My lord, the queen would speak with you, and"
LORD POLONIUS,presently.
HAMLET,Do you see yonder cloud that's almost in shape of a camel?
LORD POLONIUS,"By the mass, and 'tis like a camel, indeed."
HAMLET,Methinks it is like a weasel.
LORD POLONIUS,It is backed like a weasel.
HAMLET,Or like a whale?
LORD POLONIUS,Very like a whale.
HAMLET,Then I will come to my mother by and by. They fool
HAMLET,me to the top of my bent. I will come by and by.
LORD POLONIUS,I will say so.
HAMLET,By and by is easily said.
HAMLET,Exit POLONIUS
HAMLET,"Leave me, friends."
HAMLET,Exeunt all but HAMLET
HAMLET,"Tis now the very witching time of night,"
HAMLET,When churchyards yawn and hell itself breathes out
HAMLET,"Contagion to this world: now could I drink hot blood,"
HAMLET,And do such bitter business as the day
HAMLET,Would quake to look on. Soft! now to my mother.
HAMLET,"O heart, lose not thy nature, let not ever"
HAMLET,The soul of Nero enter this firm bosom:
HAMLET,"Let me be cruel, not unnatural:"
HAMLET,"I will speak daggers to her, but use none,"
HAMLET,"My tongue and soul in this be hypocrites,"
HAMLET,"How in my words soever she be shent,"
HAMLET,"To give them seals never, my soul, consent!"
HAMLET,Exit
HAMLET,SCENE III. A room in the castle.
HAMLET,"Enter KING CLAUDIUS, ROSENCRANTZ, and GUILDENSTERN"
KING CLAUDIUS,"I like him not, nor stands it safe with us"
KING CLAUDIUS,"To let his madness range. Therefore prepare you,"
KING CLAUDIUS,"I your commission will forthwith dispatch,"
KING CLAUDIUS,And he to England shall along with you:
KING CLAUDIUS,The terms of our estate may not endure
KING CLAUDIUS,Hazard so dangerous as doth hourly grow
KING CLAUDIUS,Out of his lunacies.
GUILDENSTERN,We will ourselves provide:
GUILDENSTERN,Most holy and religious fear it is
GUILDENSTERN,To keep those many many bodies safe
GUILDENSTERN,That live and feed upon your majesty.
ROSENCRANTZ,"The single and peculiar life is bound,"
ROSENCRANTZ,"With all the strength and armour of the mind,"
ROSENCRANTZ,"To keep itself from noyance, but much more"
ROSENCRANTZ,That spirit upon whose weal depend and rest
ROSENCRANTZ,The lives of many. The cease of majesty
ROSENCRANTZ,"Dies not alone, but, like a gulf, doth draw"
ROSENCRANTZ,"What's near it with it: it is a massy wheel,"
ROSENCRANTZ,"Fix'd on the summit of the highest mount,"
ROSENCRANTZ,To whose huge spokes ten thousand lesser things
ROSENCRANTZ,"Are mortised and adjoin'd, which, when it falls,"
ROSENCRANTZ,"Each small annexment, petty consequence,"
ROSENCRANTZ,Attends the boisterous ruin. Never alone
ROSENCRANTZ,"Did the king sigh, but with a general groan."
KING CLAUDIUS,"Arm you, I pray you, to this speedy voyage,"
KING CLAUDIUS,"For we will fetters put upon this fear,"
KING CLAUDIUS,Which now goes too free-footed.
GUILDENSTERN,We will haste us.
GUILDENSTERN,Exeunt ROSENCRANTZ and GUILDENSTERN
GUILDENSTERN,Enter POLONIUS
LORD POLONIUS,"My lord, he's going to his mother's closet:"
LORD POLONIUS,"Behind the arras I'll convey myself,"
LORD POLONIUS,"To hear the process, and warrant she'll tax him home:"
LORD POLONIUS,"And, as you said, and wisely was it said,"
LORD POLONIUS,"'Tis meet that some more audience than a mother,"
LORD POLONIUS,"Since nature makes them partial, should o'erhear"
LORD POLONIUS,"The speech, of vantage. Fare you well, my liege:"
LORD POLONIUS,"I'll call upon you ere you go to bed,"
LORD POLONIUS,And tell you what I know.
KING CLAUDIUS,"Thanks, dear my lord."
KING CLAUDIUS,Exit POLONIUS
KING CLAUDIUS,"O, my offence is rank it smells to heaven,"
KING CLAUDIUS,"It hath the primal eldest curse upon't,"
KING CLAUDIUS,"A brother's murder. Pray can I not,"
KING CLAUDIUS,Though inclination be as sharp as will:
KING CLAUDIUS,"My stronger guilt defeats my strong intent,"
KING CLAUDIUS,"And, like a man to double business bound,"
KING CLAUDIUS,"I stand in pause where I shall first begin,"
KING CLAUDIUS,And both neglect. What if this cursed hand
KING CLAUDIUS,"Were thicker than itself with brother's blood,"
KING CLAUDIUS,Is there not rain enough in the sweet heavens
KING CLAUDIUS,To wash it white as snow? Whereto serves mercy
KING CLAUDIUS,But to confront the visage of offence?
KING CLAUDIUS,"And what's in prayer but this two-fold force,"
KING CLAUDIUS,"To be forestalled ere we come to fall,"
KING CLAUDIUS,"Or pardon'd being down? Then I'll look up,"
KING CLAUDIUS,"My fault is past. But, O, what form of prayer"
KING CLAUDIUS,Can serve my turn? 'Forgive me my foul murder'?
KING CLAUDIUS,"That cannot be, since I am still possess'd"
KING CLAUDIUS,"Of those effects for which I did the murder,"
KING CLAUDIUS,"My crown, mine own ambition and my queen."
KING CLAUDIUS,May one be pardon'd and retain the offence?
KING CLAUDIUS,In the corrupted currents of this world
KING CLAUDIUS,"Offence's gilded hand may shove by justice,"
KING CLAUDIUS,And oft 'tis seen the wicked prize itself
KING CLAUDIUS,"Buys out the law: but 'tis not so above,"
KING CLAUDIUS,"There is no shuffling, there the action lies"
KING CLAUDIUS,"In his true nature, and we ourselves compell'd,"
KING CLAUDIUS,"Even to the teeth and forehead of our faults,"
KING CLAUDIUS,To give in evidence. What then? what rests?
KING CLAUDIUS,Try what repentance can: what can it not?
KING CLAUDIUS,Yet what can it when one can not repent?
KING CLAUDIUS,O wretched state! O bosom black as death!
KING CLAUDIUS,"O limed soul, that, struggling to be free,"
KING CLAUDIUS,"Art more engaged! Help, angels! Make assay!"
KING CLAUDIUS,"Bow, stubborn knees, and, heart with strings of steel,"
KING CLAUDIUS,Be soft as sinews of the newborn babe!
KING CLAUDIUS,All may be well.
KING CLAUDIUS,Retires and kneels
KING CLAUDIUS,Enter HAMLET
HAMLET,"Now might I do it pat, now he is praying,"
HAMLET,"And now I'll do't. And so he goes to heaven,"
HAMLET,And so am I revenged. That would be scann'd:
HAMLET,"A villain kills my father, and for that,"
HAMLET,"I, his sole son, do this same villain send"
HAMLET,To heaven.
HAMLET,"O, this is hire and salary, not revenge."
HAMLET,"He took my father grossly, full of bread,"
HAMLET,"With all his crimes broad blown, as flush as May,"
HAMLET,And how his audit stands who knows save heaven?
HAMLET,"But in our circumstance and course of thought,"
HAMLET,"'Tis heavy with him: and am I then revenged,"
HAMLET,"To take him in the purging of his soul,"
HAMLET,When he is fit and season'd for his passage?
HAMLET,No!
HAMLET,"Up, sword, and know thou a more horrid hent:"
HAMLET,"When he is drunk asleep, or in his rage,"
HAMLET,"Or in the incestuous pleasure of his bed,"
HAMLET,"At gaming, swearing, or about some act"
HAMLET,"That has no relish of salvation in't,"
HAMLET,"Then trip him, that his heels may kick at heaven,"
HAMLET,And that his soul may be as damn'd and black
HAMLET,"As hell, whereto it goes. My mother stays:"
HAMLET,This physic but prolongs thy sickly days.
HAMLET,Exit
KING CLAUDIUS,"[Rising]  My words fly up, my thoughts remain below:"
KING CLAUDIUS,Words without thoughts never to heaven go.
KING CLAUDIUS,Exit
KING CLAUDIUS,SCENE IV. The Queen's closet.
KING CLAUDIUS,Enter QUEEN GERTRUDE and POLONIUS
LORD POLONIUS,He will come straight. Look you lay home to him:
LORD POLONIUS,"Tell him his pranks have been too broad to bear with,"
LORD POLONIUS,And that your grace hath screen'd and stood between
LORD POLONIUS,Much heat and him. I'll sconce me even here.
LORD POLONIUS,"Pray you, be round with him."
HAMLET,"[Within]  Mother, mother, mother!"
QUEEN GERTRUDE,"I'll warrant you,"
QUEEN GERTRUDE,"Fear me not: withdraw, I hear him coming."
QUEEN GERTRUDE,POLONIUS hides behind the arras
QUEEN GERTRUDE,Enter HAMLET
HAMLET,"Now, mother, what's the matter?"
QUEEN GERTRUDE,"Hamlet, thou hast thy father much offended."
HAMLET,"Mother, you have my father much offended."
QUEEN GERTRUDE,"Come, come, you answer with an idle tongue."
HAMLET,"Go, go, you question with a wicked tongue."
QUEEN GERTRUDE,"Why, how now, Hamlet!"
HAMLET,What's the matter now?
QUEEN GERTRUDE,Have you forgot me?
HAMLET,"No, by the rood, not so:"
HAMLET,"You are the queen, your husband's brother's wife,"
HAMLET,And--would it were not so!--you are my mother.
QUEEN GERTRUDE,"Nay, then, I'll set those to you that can speak."
HAMLET,"Come, come, and sit you down, you shall not budge,"
HAMLET,You go not till I set you up a glass
HAMLET,Where you may see the inmost part of you.
QUEEN GERTRUDE,What wilt thou do? thou wilt not murder me?
QUEEN GERTRUDE,"Help, help, ho!"
LORD POLONIUS,"[Behind]  What, ho! help, help, help!"
HAMLET,"[Drawing]  How now! a rat? Dead, for a ducat, dead!"
HAMLET,Makes a pass through the arras
LORD POLONIUS,"[Behind]  O, I am slain!"
LORD POLONIUS,Falls and dies
QUEEN GERTRUDE,"O me, what hast thou done?"
HAMLET,"Nay, I know not:"
HAMLET,Is it the king?
QUEEN GERTRUDE,"O, what a rash and bloody deed is this!"
HAMLET,"A bloody deed! almost as bad, good mother,"
HAMLET,"As kill a king, and marry with his brother."
QUEEN GERTRUDE,As kill a king!
HAMLET,"Ay, lady, 'twas my word."
HAMLET,Lifts up the array and discovers POLONIUS
HAMLET,"Thou wretched, rash, intruding fool, farewell!"
HAMLET,"I took thee for thy better: take thy fortune,"
HAMLET,Thou find'st to be too busy is some danger.
HAMLET,"Leave wringing of your hands: peace! sit you down,"
HAMLET,"And let me wring your heart, for so I shall,"
HAMLET,"If it be made of penetrable stuff,"
HAMLET,If damned custom have not brass'd it so
HAMLET,That it is proof and bulwark against sense.
QUEEN GERTRUDE,"What have I done, that thou darest wag thy tongue"
QUEEN GERTRUDE,In noise so rude against me?
HAMLET,Such an act
HAMLET,"That blurs the grace and blush of modesty,"
HAMLET,"Calls virtue hypocrite, takes off the rose"
HAMLET,From the fair forehead of an innocent love
HAMLET,"And sets a blister there, makes marriage-vows"
HAMLET,"As false as dicers' oaths: O, such a deed"
HAMLET,As from the body of contraction plucks
HAMLET,"The very soul, and sweet religion makes"
HAMLET,A rhapsody of words: heaven's face doth glow:
HAMLET,"Yea, this solidity and compound mass,"
HAMLET,"With tristful visage, as against the doom,"
HAMLET,Is thought-sick at the act.
QUEEN GERTRUDE,"Ay me, what act,"
QUEEN GERTRUDE,"That roars so loud, and thunders in the index?"
HAMLET,"Look here, upon this picture, and on this,"
HAMLET,The counterfeit presentment of two brothers.
HAMLET,"See, what a grace was seated on this brow,"
HAMLET,"Hyperion's curls, the front of Jove himself,"
HAMLET,"An eye like Mars, to threaten and command,"
HAMLET,A station like the herald Mercury
HAMLET,"New-lighted on a heaven-kissing hill,"
HAMLET,"A combination and a form indeed,"
HAMLET,"Where every god did seem to set his seal,"
HAMLET,To give the world assurance of a man:
HAMLET,"This was your husband. Look you now, what follows:"
HAMLET,"Here is your husband, like a mildew'd ear,"
HAMLET,Blasting his wholesome brother. Have you eyes?
HAMLET,"Could you on this fair mountain leave to feed,"
HAMLET,And batten on this moor? Ha! have you eyes?
HAMLET,"You cannot call it love, for at your age"
HAMLET,"The hey-day in the blood is tame, it's humble,"
HAMLET,And waits upon the judgment: and what judgment
HAMLET,"Would step from this to this? Sense, sure, you have,"
HAMLET,"Else could you not have motion, but sure, that sense"
HAMLET,"Is apoplex'd, for madness would not err,"
HAMLET,Nor sense to ecstasy was ne'er so thrall'd
HAMLET,"But it reserved some quantity of choice,"
HAMLET,To serve in such a difference. What devil was't
HAMLET,That thus hath cozen'd you at hoodman-blind?
HAMLET,"Eyes without feeling, feeling without sight,"
HAMLET,"Ears without hands or eyes, smelling sans all,"
HAMLET,Or but a sickly part of one true sense
HAMLET,Could not so mope.
HAMLET,"O shame! where is thy blush? Rebellious hell,"
HAMLET,"If thou canst mutine in a matron's bones,"
HAMLET,"To flaming youth let virtue be as wax,"
HAMLET,And melt in her own fire: proclaim no shame
HAMLET,"When the compulsive ardour gives the charge,"
HAMLET,Since frost itself as actively doth burn
HAMLET,And reason panders will.
QUEEN GERTRUDE,"O Hamlet, speak no more:"
QUEEN GERTRUDE,"Thou turn'st mine eyes into my very soul,"
QUEEN GERTRUDE,And there I see such black and grained spots
QUEEN GERTRUDE,As will not leave their tinct.
HAMLET,"Nay, but to live"
HAMLET,"In the rank sweat of an enseamed bed,"
HAMLET,"Stew'd in corruption, honeying and making love"
HAMLET,"Over the nasty sty,--"
QUEEN GERTRUDE,"O, speak to me no more,"
QUEEN GERTRUDE,"These words, like daggers, enter in mine ears,"
QUEEN GERTRUDE,"No more, sweet Hamlet!"
HAMLET,"A murderer and a villain,"
HAMLET,A slave that is not twentieth part the tithe
HAMLET,"Of your precedent lord, a vice of kings,"
HAMLET,"A cutpurse of the empire and the rule,"
HAMLET,"That from a shelf the precious diadem stole,"
HAMLET,And put it in his pocket!
QUEEN GERTRUDE,No more!
HAMLET,"A king of shreds and patches,--"
HAMLET,Enter Ghost
HAMLET,"Save me, and hover o'er me with your wings,"
HAMLET,You heavenly guards! What would your gracious figure?
QUEEN GERTRUDE,"Alas, he's mad!"
HAMLET,"Do you not come your tardy son to chide,"
HAMLET,"That, lapsed in time and passion, lets go by"
